Key,File,Type,UsedInMainMenu,english
eventAECSirenHeadDefenseBossSpawn_msg,gameevents,,,BOSS: Siren Head has breached the defense zone. Drop it before it corners you.
buffAECSirenHeadPlayerAura,,,,"[B85C38]SIREN HEAD NEARBY[-]"
buffAECSirenHeadPlayerAuraDesc,,,,Siren Head is close. The oppressive signal drains stamina and keeps pressure on anyone nearby.
AECTheDruidBoss,entityclasses,Entity,,[FF4500]BOSS[-] The Druid
AECDruidMinionC4Wolf,entityclasses,Entity,,[7CCB5E]Druid C4 Wolf[-]
AECDruidBossLootBag,entityclasses,Entity,,[FF4500]BOSS[-] [FFD700]Druid's Loot Bag[-]
AECDruidMinionLootBag,entityclasses,Entity,,[7CCB5E]Druid Minion Loot Bag[-]
AECDruidMinionStagAggro,entityclasses,Entity,,[7CCB5E]Enraged Stag[-]
AECDruidMinionChickenAggro,entityclasses,Entity,,[7CCB5E]Feral Chicken[-]
AECDruidMinionBoarAggro,entityclasses,Entity,,[7CCB5E]Enraged Boar[-]
AECDruidMinionBossBoar,entityclasses,Entity,,[7CCB5E]Boss Boar[-]
AECDruidMinionDireWolf,entityclasses,Entity,,[7CCB5E]Dire Wolf[-]
AECDruidMinionWolfAggro,entityclasses,Entity,,[7CCB5E]Enraged Wolf[-]
AECDruidMinionGiantChicken,entityclasses,Entity,,[7CCB5E]Giant Explosive Chicken[-]
AECDruidMinionBear,entityclasses,Entity,,[7CCB5E]Grizzly Bear[-]
AECDruidMinionZombieBear,entityclasses,Entity,,[7CCB5E]Zombie Bear[-]
buffAECDruidPlayerAura,,,,"[2E8B57]THE DRUID NEARBY[-]"
buffAECDruidPlayerAuraDesc,,,,"The Druid is close. Expect poison pressure, animal swarms, and escalating reinforcements from every direction."
itemAECDruidHead,,,,"[2E8B57]AEC[-] [FFD700]Druid's Head[-]"
itemAECDruidHead_desc,,,,"The severed head of The Druid, tangled with roots and bone charms. Proof the wild priestess has fallen."
itemAECDruidArm,,,,"[2E8B57]AEC[-] [FFD700]Druid's Arm[-]"
itemAECDruidArm_desc,,,,"One of The Druid's twisted arms, wrapped in bark, leather, and old ritual scars."
itemAECDruidLeg,,,,"[2E8B57]AEC[-] [FFD700]Druid's Leg[-]"
itemAECDruidLeg_desc,,,,"A leg torn from The Druid's corpse. Mud, blood, and forest rot still cling to it."
itemAECDruidTorso,,,,"[2E8B57]AEC[-] [FFD700]Druid's Torso[-]"
itemAECDruidTorso_desc,,,,"The Druid's torso, layered in charms, bone fragments, and rotting plant growth."
itemAECDruidHeart,,,,"[2E8B57]AEC[-] [FFD700]Druid's Heart[-]"
itemAECDruidHeart_desc,,,,"The blackened heart of The Druid. It still pulses like something in the forest is watching."
itemAECDruidHuntBundle,,,,"[2E8B57]AEC[-] [FFD700]Druid Boss Trophy Bundle[-]"
itemAECDruidHuntBundle_desc,,,,"Open to receive random trophies from The Druid's corpse: arm, leg, torso, head, or the rare heart."
itemAECDruidWaveBundle,,,,"[2E8B57]AEC[-] [7CCB5E]Druid Minion Trophy Bundle[-]"
itemAECDruidWaveBundle_desc,,,,"Open to receive a random trophy reward from Druid minion contracts."
itemAECDruidGauntletBundle,,,,"[0B6E4F]AEC[-] [FFD700]Druid Gauntlet Trophy Bundle[-]"
itemAECDruidGauntletBundle_desc,,,,"Open to receive premium trophies earned by surviving The Druid's full ten-wave gauntlet."
itemAECDruidWaveContract,,,,"[00E5FF]AEC 3[FFD700]★[-] |[-] [FFD700]Druid Contract | Minion Horde[-]"
itemAECDruidWaveContract_desc,,,,"A survival contract against five timed waves of The Druid's animal minions in the wilderness."
itemAECDruidHuntContract,,,,"[FFD700]AEC 4[FFD700]★[-] |[-] [FFD700]Druid Contract | Boss Hunt[-]"
itemAECDruidHuntContract_desc,,,,"Survive five timed waves of The Druid's animal minions, then kill the boss herself."
itemAECDruidDefenseWaveContract,,,,"[00E5FF]AEC 3[FFD700]★[-] |[-] [FFD700]Druid Contract | Minion Defense[-]"
itemAECDruidDefenseWaveContract_desc,,,,"Defend a POI against timed waves of Druid minions. Expect claws, horns, and explosions."
itemAECDruidDefenseHuntContract,,,,"[FFD700]AEC 4[FFD700]★[-] |[-] [FFD700]Druid Contract | Boss Siege[-]"
itemAECDruidDefenseHuntContract_desc,,,,"Hold a POI against timed waves of The Druid's packs, then bring down the boss on-site."
itemAECDruidGauntletContract,,,,"[C77DFF]AEC 6[FFD700]★[-] |[-] [FFD700]Druid Contract | Wild Gauntlet[-]"
itemAECDruidGauntletContract_desc,,,,"The hardest Druid contract | survive ten escalating waves of beasts and monstrosities, then kill The Druid."
itemAECDruidContract_100waveschallenge_wildmenagerie,,,false,"[FFA500]AEC 100 waves super-challenge [FFD700]★[-] |[-] [FFD700]The Druid Wild Menagerie[-]"
itemAECDruidContract_100waveschallenge_wildmenagerie_desc,,,false,"Contract: survive 100 escalating Druid assault waves mixing the full beast roster, zombie dogs, and sparse vultures before killing The Druid in the final crush."
questAECDruidWave_name,quests,,,"[2E8B57]Horde: Druid Menagerie[-]"
questAECDruidWave_subtitle,quests,,,T3 Horde Defense
questAECDruidWave_description,quests,,,,"Activate the rally, place the lure, then hold the line against five escalating Druid waves."
questAECDruidWave_offer,quests,,,,"The Druid's creatures are massing nearby. Get there, trigger the rally, place the lure, and survive the full swarm before it spreads."
questAECDruidWave_statement,quests,,,,"survive four waves, wipe the last pack, and return alive."
questAECDruidWave_response,quests,,,"AEC HORDE - [2E8B57]Horde: Druid Menagerie[-]"
questAECDruidWave_completion,quests,,,"You survived the horde. Here's your payment."
questAECDruidHunt_name,quests,,,"[2E8B57]Hunt: BOSS The Druid[-]"
questAECDruidHunt_subtitle,quests,,,T4 Boss Hunt
questAECDruidHunt_description,quests,,,,"Activate the rally, place the lure, survive five enraged animal waves, then kill The Druid."
questAECDruidHunt_offer,quests,,,,"Big contract. The Druid is sending everything first. Trigger the rally, place the lure, survive five waves, and finish her."
questAECDruidHunt_statement,quests,,,,"survive five mixed waves, then kill The Druid."
questAECDruidHunt_response,quests,,,"AEC HORDE - [2E8B57]Hunt: BOSS The Druid[-]"
questAECDruidHunt_completion,quests,,,"The Druid is dead. Take your reward."
questAECDruidDefenseWave_name,quests,,,"[2E8B57]Defense: Druid Menagerie[-]"
questAECDruidDefenseWave_subtitle,quests,,,T3 POI Defense
questAECDruidDefenseWave_description,quests,,,,"Clear the POI first, then survive two timed waves and wipe the last Druid pack."
questAECDruidDefenseWave_offer,quests,,,,"I've got a defense job. The Druid's animals are swarming a POI and I need someone stubborn enough to hold two timed waves, then finish the last pack."
questAECDruidDefenseWave_statement,quests,,,,"Reach the location, hold two timed waves, then wipe the last Druid pack."
questAECDruidDefenseWave_response,quests,,,"AEC POI DEFENSE ([DECEA3]{poi.distance} {poi.direction}[-]) [FF9900]{poi.name}[-]"
questAECDruidDefenseWave_completion,quests,,,"The position held. Good work."
questAECDruidDefenseHunt_name,quests,,,"[2E8B57]Siege: BOSS The Druid[-]"
questAECDruidDefenseHunt_subtitle,quests,,,T4 POI Siege
questAECDruidDefenseHunt_description,quests,,,,"Clear the POI first, then survive three timed waves of mixed animal packs and kill The Druid."
questAECDruidDefenseHunt_offer,quests,,,,"Hard siege contract. The Druid is entrenched with her beasts. Survive three timed waves and kill her on the field."
questAECDruidDefenseHunt_statement,quests,,,,"Reach the location, survive three timed waves, then kill The Druid."
questAECDruidDefenseHunt_response,quests,,,"AEC BOSS FIGHT ([DECEA3]{poi.distance} {poi.direction}[-]) [FF9900]{poi.name}[-]"
questAECDruidDefenseHunt_completion,quests,,,"You beat The Druid on her own ground. Here's your cut."
questAECDruidGauntlet_name,quests,,,"[0B6E4F]Gauntlet: The Wild Hunt[-]"
questAECDruidGauntlet_subtitle,quests,,,T6 Ten-Wave Boss Gauntlet
questAECDruidGauntlet_description,quests,,,"Activate the rally, place the lure, survive ten escalating waves of beasts and monstrosities, then kill The Druid."
questAECDruidGauntlet_offer,quests,,,"This is the worst contract I've got. Trigger the rally, place the lure, endure ten waves of her full menagerie, then kill The Druid herself."
questAECDruidGauntlet_statement,quests,,,"survive ten escalating waves, then kill The Druid."
questAECDruidGauntlet_response,quests,,,"AEC LEGENDARY CONTRACT - [0B6E4F]Gauntlet: The Wild Hunt[-]"
questAECDruidGauntlet_completion,quests,,,"You survived the whole gauntlet and killed The Druid. That's not normal. Here's everything we promised."
questAECDruid_obj_wave1,quests,,,,"Survive wave 1"
questAECDruid_obj_wave2,quests,,,,"Survive wave 2"
questAECDruid_obj_wave3,quests,,,,"Survive wave 3"
questAECDruid_obj_wave4,quests,,,,"Survive wave 4"
questAECDruid_obj_wave5,quests,,,,"Survive wave 5"
questAECDruid_obj_wave5_kill,quests,,,,"Kill the final pack"
questAECDruidHunt_obj_kill,quests,,,"Kill BOSS The Druid"
questAECDruidDefenseHunt_obj_kill,quests,,,"Kill BOSS The Druid"
questAECDruidGauntlet_obj_wave1,quests,,,"Gauntlet Wave 1: Kill the Chickens"
questAECDruidGauntlet_obj_wave2,quests,,,"Gauntlet Wave 2: Kill the Wolves"
questAECDruidGauntlet_obj_wave3,quests,,,"Gauntlet Wave 3: Kill the Stags"
questAECDruidGauntlet_obj_wave4,quests,,,"Gauntlet Wave 4: Kill the Boars"
questAECDruidGauntlet_obj_wave5,quests,,,"Gauntlet Wave 5: Kill the Giant Chickens"
questAECDruidGauntlet_obj_wave6,quests,,,"Gauntlet Wave 6: Kill the Bears"
questAECDruidGauntlet_obj_wave7,quests,,,"Gauntlet Wave 7: Kill the Boss Boars"
questAECDruidGauntlet_obj_wave8,quests,,,"Gauntlet Wave 8: Kill the C4 Wolves"
questAECDruidGauntlet_obj_wave9,quests,,,"Gauntlet Wave 9: Kill the Heavy Pack"
questAECDruidGauntlet_obj_wave10,quests,,,"Gauntlet Wave 10: Kill the Full Menagerie"
questAECDruidGauntlet_obj_kill,quests,,,"Kill BOSS The Druid"
eventAECDruidWaveArrival_msg,gameevents,,,ALERT: Druid minions are converging on your position!
eventAECDruidWave1_msg,gameevents,,,WAVE 1: The first pack is charging in!
eventAECDruidWave2_msg,gameevents,,,WAVE 2: Larger beasts are joining the hunt!
eventAECDruidWave3_msg,gameevents,,,WAVE 3: The forest pack is surging in from every side!
eventAECDruidWave4_msg,gameevents,,,WAVE 4: The Druid is driving heavier beasts into the fight!
eventAECDruidWave5_msg,gameevents,,,WAVE 5: Final rush. Break the last stampede.
eventAECDruidT4Wave1_msg,gameevents,,,WAVE 1: The first pack is charging in!
eventAECDruidT4Wave2_msg,gameevents,,,WAVE 2: Larger beasts are joining the hunt!
eventAECDruidT4Wave3_msg,gameevents,,,WAVE 3: The forest pack is surging in from every side!
eventAECDruidT4Wave4_msg,gameevents,,,WAVE 4: The Druid is driving heavier beasts into the fight!
eventAECDruidT4Wave5_msg,gameevents,,,WAVE 5: Final rush. Break the stampede before The Druid arrives!
eventAECDruidHuntArrival_msg,gameevents,,,DRUID HUNT: Survive the animal waves, then face The Druid herself!
eventAECDruidHuntBossSpawn_msg,gameevents,,,BOSS: The Druid steps into the fight!
eventAECDruidDefenseWaveArrival_msg,gameevents,,,DEFENSE: Druid minions are swarming this location. Hold it!
eventAECDruidDefenseHuntArrival_msg,gameevents,,,DEFENSE HUNT: Hold this ground through the waves and kill The Druid!
eventAECDruidDefenseHuntBossSpawn_msg,gameevents,,,BOSS: The Druid has reached the siege line!
eventAECDruidGauntletArrival_msg,gameevents,,,GAUNTLET: The Druid is unleashing her full menagerie. Ten waves. No breaks.
eventAECDruidGauntletWave1_msg,gameevents,,,GAUNTLET WAVE 1: Feral chickens flood the field!
eventAECDruidGauntletWave2_msg,gameevents,,,GAUNTLET WAVE 2: Wolves are circling in!
eventAECDruidGauntletWave3_msg,gameevents,,,GAUNTLET WAVE 3: The stags are charging!
eventAECDruidGauntletWave4_msg,gameevents,,,GAUNTLET WAVE 4: Boars are rushing the zone!
eventAECDruidGauntletWave5_msg,gameevents,,,GAUNTLET WAVE 5: Giant explosive chickens inbound!
eventAECDruidGauntletWave6_msg,gameevents,,,GAUNTLET WAVE 6: Bears are entering the hunt!
eventAECDruidGauntletWave7_msg,gameevents,,,GAUNTLET WAVE 7: The boss boars are here!
eventAECDruidGauntletWave8_msg,gameevents,,,GAUNTLET WAVE 8: C4 wolves are sprinting toward you!
eventAECDruidGauntletWave9_msg,gameevents,,,GAUNTLET WAVE 9: Zombie bears and dire wolves are closing in!
eventAECDruidGauntletWave10_msg,gameevents,,,GAUNTLET FINAL WAVE: The full menagerie is charging!
eventAECDruidGauntletBossSpawn_msg,gameevents,,,BOSS: The Druid emerges after the gauntlet. End it!
AECTheMechanicianBoss,entityclasses,Entity,,[FF4500]BOSS[-] The Mechanician
AECMechanicianMinion02,entityclasses,Entity,,[7FDBFF]Mechanician Minion[-]
AECMechanicianBossLootBag,entityclasses,Entity,,[FF4500]BOSS[-] [FFD700]Mechanician's Loot Bag[-]
AECMechanicianMinionLootBag,entityclasses,Entity,,[7FDBFF]Mechanician Minion's Loot Bag[-]
buffAECMechanicianPlayerAura,,,,"[FF4500]THE MECHANICIAN NEARBY[-]"
buffAECMechanicianPlayerAuraDesc,,,,"The Mechanician is close. Expect aggressive melee pressure, burning projectiles, and repeated minion reinforcements."
itemAECMechanicianHead,,,,"[FF4500]AEC[-] [FFD700]Mechanician's Head[-]"
itemAECMechanicianHead_desc,,,,"The severed head of The Mechanician. Metal shards and scar tissue still cling to it. Proof the machine-minded brute is finally dead."
itemAECMechanicianArm,,,,"[FF4500]AEC[-] [FFD700]Mechanician's Arm[-]"
itemAECMechanicianArm_desc,,,,"One of The Mechanician's ruined arms. Dense, scarred, and fitted with scrap-built hardware. Trophy buyers will pay for it."
itemAECMechanicianLeg,,,,"[FF4500]AEC[-] [FFD700]Mechanician's Leg[-]"
itemAECMechanicianLeg_desc,,,,"A heavy leg torn from The Mechanician's corpse. Half flesh, half workshop accident. Valuable to the right collector."
itemAECMechanicianTorso,,,,"[FF4500]AEC[-] [FFD700]Mechanician's Torso[-]"
itemAECMechanicianTorso_desc,,,,"The armored torso of The Mechanician. A grotesque wall of muscle, leather, and welded scrap. Hard-earned proof of the kill."
itemAECMechanicianHeart,,,,"[FF4500]AEC[-] [FFD700]Mechanician's Heart[-]"
itemAECMechanicianHeart_desc,,,,"The Mechanician's heart, still warm beneath layers of scar tissue and grease. Rare, revolting, and worth a fortune."
itemAECMechanicianHuntBundle,,,,"[FF4500]AEC[-] [FFD700]Mechanician Boss Trophy Bundle[-]"
itemAECMechanicianHuntBundle_desc,,,,"Open to receive random trophies from The Mechanician's corpse: arm, leg, torso, head, or the rare heart."
itemAECMechanicianWaveBundle,,,,"[FF4500]AEC[-] [7FDBFF]Mechanician Minion Trophy Bundle[-]"
itemAECMechanicianWaveBundle_desc,,,,"Open to receive a random trophy reward from The Mechanician encounter."
itemAECMechanicianWaveContract,,,,"[00E5FF]AEC 3[FFD700]★[-] |[-] [FFD700]Mechanician Contract | Minion Horde[-]"
itemAECMechanicianWaveContract_desc,,,,"A survival contract against four timed waves of The Mechanician's minions, then one last cleanup push. Hold your ground while his knife fighters close in."
itemAECMechanicianHuntContract,,,,"[FFD700]AEC 4[FFD700]★[-] |[-] [FFD700]Mechanician Contract | Boss Hunt[-]"
itemAECMechanicianHuntContract_desc,,,,"A lethal bounty contract targeting The Mechanician. Survive five timed waves of minions, then kill the boss himself."
itemAECMechanicianDefenseWaveContract,,,,"[00E5FF]AEC 3[FFD700]★[-] |[-] [FFD700]Mechanician Contract | Minion Defense[-]"
itemAECMechanicianDefenseWaveContract_desc,,,,"A defense contract | hold a location against two timed waves of The Mechanician's minions, then clear the last crew. Expect close-quarters pressure and no clean escape."
itemAECMechanicianDefenseHuntContract,,,,"[FFD700]AEC 4[FFD700]★[-] |[-] [FFD700]Mechanician Contract | Boss Siege[-]"
itemAECMechanicianDefenseHuntContract_desc,,,,"The hardest Mechanician contract | defend a location against timed waves of his horde, then finish the boss on-site."
questAECMechanicianWave_name,quests,,,"[FF4500]Horde: Mechanician's Minions[-]"
questAECMechanicianWave_subtitle,quests,,,T3 Horde Defense
questAECMechanicianWave_description,quests,,,,"Activate the rally, place the lure, then hold the line through four Mechanician waves and wipe the last crew."
questAECMechanicianWave_offer,quests,,,,"The Mechanician is sending his minions in force. Get there, trigger the rally, place the lure, and survive the full assault."
questAECMechanicianWave_statement,quests,,,,"survive four waves of Mechanician minions, then wipe the last crew."
questAECMechanicianWave_response,quests,,,"AEC HORDE - [FF4500]Horde: Mechanician's Minions[-]"
questAECMechanicianWave_completion,quests,,,,"Five waves down. Good work. Here's your reward."
questAECMechanicianHunt_name,quests,,,"[FF4500]Hunt: BOSS The Mechanician[-]"
questAECMechanicianHunt_subtitle,quests,,,T4 Boss Hunt
questAECMechanicianHunt_description,quests,,,,"Activate the rally, place the lure, survive five organized waves, then kill The Mechanician."
questAECMechanicianHunt_offer,quests,,,,"Big contract. The Mechanician is marching with his whole crew. Trigger the rally, place the lure, survive five waves, then finish the boss."
questAECMechanicianHunt_statement,quests,,,,"survive five waves of minions, then kill The Mechanician."
questAECMechanicianHunt_response,quests,,,"AEC HORDE - [FF4500]Hunt: BOSS The Mechanician[-]"
questAECMechanicianHunt_completion,quests,,,"The Mechanician is dead. Collect your reward."
questAECMechanicianDefenseWave_name,quests,,,"[FF4500]Defense: Mechanician's Horde[-]"
questAECMechanicianDefenseWave_subtitle,quests,,,T3 POI Defense
questAECMechanicianDefenseWave_description,quests,,,,"Clear the POI first, then survive two timed waves of the Mechanician's minions and wipe the last crew."
questAECMechanicianDefenseWave_offer,quests,,,,"I've got a defense contract. The Mechanician's crew is swarming a location and I need someone to hold two timed waves, then finish the last crew."
questAECMechanicianDefenseWave_statement,quests,,,,"Reach the location, hold two timed waves, then wipe the last crew."
questAECMechanicianDefenseWave_response,quests,,,"AEC POI DEFENSE ([DECEA3]{poi.distance} {poi.direction}[-]) [FF9900]{poi.name}[-]"
questAECMechanicianDefenseWave_completion,quests,,,,"Position held. The last crew is down. Here's your cut."
questAECMechanicianDefenseHunt_name,quests,,,"[FF4500]Siege: BOSS The Mechanician[-]"
questAECMechanicianDefenseHunt_subtitle,quests,,,T4 POI Siege
questAECMechanicianDefenseHunt_description,quests,,,,"Clear the POI first, then survive three timed waves of the Mechanician's minions and kill The Mechanician."
questAECMechanicianDefenseHunt_offer,quests,,,,"Hard contract. The Mechanician is entrenched with his whole crew. Hold the site, survive three timed waves, then finish him."
questAECMechanicianDefenseHunt_statement,quests,,,,"Reach the location, survive three timed waves, then kill The Mechanician."
questAECMechanicianDefenseHunt_response,quests,,,"AEC BOSS FIGHT ([DECEA3]{poi.distance} {poi.direction}[-]) [FF9900]{poi.name}[-]"
questAECMechanicianDefenseHunt_completion,quests,,,"You took him down on his own ground. Here's your reward."
questAECMechanician_obj_wave1,quests,,,,"Survive wave 1"
questAECMechanician_obj_wave2,quests,,,,"Survive wave 2"
questAECMechanician_obj_wave3,quests,,,,"Survive wave 3"
questAECMechanician_obj_wave4,quests,,,,"Survive wave 4"
questAECMechanician_obj_wave5,quests,,,,"Survive wave 5"
questAECMechanician_obj_wave5_kill,quests,,,,"Kill the last crew"
questAECMechanicianHunt_obj_kill,quests,,,"Kill BOSS The Mechanician"
questAECMechanicianDefenseHunt_obj_kill,quests,,,"Kill BOSS The Mechanician"
eventAECMechanicianWaveArrival_msg,gameevents,,,ALERT: Mechanician minions are converging on your position. Prepare for contact!
eventAECMechanicianWave1_msg,gameevents,,,WAVE 1: Mechanician minions are advancing!
eventAECMechanicianWave2_msg,gameevents,,,WAVE 2: More of The Mechanician's crew are incoming!
eventAECMechanicianWave3_msg,gameevents,,,WAVE 3: The Mechanician's heavier crew is crashing into position!
eventAECMechanicianWave4_msg,gameevents,,,WAVE 4: More Mechanician raiders are pushing in with fire and blades!
eventAECMechanicianWave5_msg,gameevents,,,WAVE 5: Final rush. Break the last crew!
eventAECMechanicianT4Wave1_msg,gameevents,,,WAVE 1: The Mechanician's knife crew is closing in.
eventAECMechanicianT4Wave2_msg,gameevents,,,WAVE 2: More Mechanician minions are pushing forward with fire and blades.
eventAECMechanicianT4Wave3_msg,gameevents,,,WAVE 3: The Mechanician's heavier crew is crashing into position.
eventAECMechanicianT4Wave4_msg,gameevents,,,WAVE 4: More Mechanician raiders are pushing in with fire and blades.
eventAECMechanicianT4Wave5_msg,gameevents,,,WAVE 5: Final rush. Break this crew before The Mechanician arrives.
eventAECMechanicianHuntArrival_msg,gameevents,,,ALERT: The Mechanician is moving with his full escort. Survive the waves, then kill the boss!
eventAECMechanicianHuntBossSpawn_msg,gameevents,,,BOSS: The Mechanician has entered the fight. Finish this now!
eventAECMechanicianDefenseWaveArrival_msg,gameevents,,,DEFENSE: Mechanician minions are swarming this location. Hold the position!
eventAECMechanicianDefenseHuntArrival_msg,gameevents,,,DEFENSE: The Mechanician's force is attacking this location. Survive the waves, then face the boss!
eventAECMechanicianDefenseHuntBossSpawn_msg,gameevents,,,BOSS: The Mechanician is on-site. End the siege!
itemAECHeadlessMinionPatrolContract,,,,[00E5FF]AEC 1[FFD700]★[-] |[-] [FFD700]Headless Contract | Minion Patrol[-]
itemAECHeadlessMinionPatrolContract_desc,,,,Starts a blue wilderness contract. Travel to the marked site, activate the lure, and survive three timed Headless patrol waves.
itemAECHeadlessMinionPatrolPOIContract,,,,[00E5FF]AEC 1[FFD700]★[-] |[-] [FFD700]Headless Contract | POI Patrol[-]
itemAECHeadlessMinionPatrolPOIContract_desc,,,,Starts a blue POI contract. Reach the target site, clear it, and survive three timed Headless patrol waves.
itemAECHeadlessGhostMinionPatrolContract,,,,[00E5FF]AEC 1[FFD700]★[-] |[-] [FFD700]Headless Contract | Shrouded Patrol[-]
itemAECHeadlessGhostMinionPatrolContract_desc,,,,Starts a blue wilderness contract with three timed mixed Ghost and Headless patrol waves.
itemAECHeadlessMinionAssaultContract,,,,[00E5FF]AEC 2[FFD700]★[-] |[-] [FFD700]Headless Contract | Minion Assault[-]
itemAECHeadlessMinionAssaultContract_desc,,,,Starts a green wilderness contract. Travel to the marked site, activate the lure, and survive three timed Headless assault waves.
itemAECHeadlessMinionAssaultPOIContract,,,,[00E5FF]AEC 2[FFD700]★[-] |[-] [FFD700]Headless Contract | POI Assault[-]
itemAECHeadlessMinionAssaultPOIContract_desc,,,,Starts a green POI contract. Reach the target site, clear it, and survive three timed Headless assault waves.
itemAECHeadlessGhostMinionAssaultContract,,,,[00E5FF]AEC 2[FFD700]★[-] |[-] [FFD700]Headless Contract | Shrouded Assault[-]
itemAECHeadlessGhostMinionAssaultContract_desc,,,,Starts a green wilderness contract with three timed mixed Ghost and Headless assault waves.
itemAECHeadlessBloodyMarchContract,,,,[00E5FF]AEC 3[FFD700]★[-] |[-] [FFD700]Headless Contract | Bloody March[-]
itemAECHeadlessBloodyMarchContract_desc,,,,Contract: Survive three wilderness waves of marching Headless dead.
itemAECHeadlessBloodBreachContract,,,,[00E5FF]AEC 3[FFD700]★[-] |[-] [FFD700]Headless Contract | Blood Breach[-]
itemAECHeadlessBloodBreachContract_desc,,,,Contract: Defend a marked site against three Headless breach waves.
itemAECHeadlessShatteredParadeContract,,,,[00E5FF]AEC 3[FFD700]★[-] |[-] [FFD700]Headless Contract | Shattered Parade[-]
itemAECHeadlessShatteredParadeContract_desc,,,,Contract: Survive three mixed Ghost and Headless parade waves.
itemAECHeadlessHuntContract,,,,[FF0000]AEC 5[FFD700]★[-] |[-] [FFD700]Headless Contract | Hunt[-]
itemAECHeadlessHuntContract_desc,,,,Contract: Survive three elite Headless waves and kill The Headless.
itemAECHeadlessDefenseContract,,,,[FF0000]AEC 5[FFD700]★[-] |[-] [FFD700]Headless Contract | Defense[-]
itemAECHeadlessDefenseContract_desc,,,,Contract: Hold a marked site through three elite Headless waves and kill The Headless.
itemAECHeadlessDoubleBreakContract,,,,[C77DFF]AEC 6[FFD700]★[-] |[-] [FFD700]Headless Contract | Double Break[-]
itemAECHeadlessDoubleBreakContract_desc,,,,Contract: Break five Headless court waves and kill two Headless bosses.
itemAECHeadlessGhostCourtContract,,,,[C77DFF]AEC 6[FFD700]★[-] |[-] [FFD700]Headless Contract | Ghost Court[-]
itemAECHeadlessGhostCourtContract_desc,,,,Contract: Survive five mixed Ghost and Headless waves, then kill both bosses.
itemAECHeadlessContract_100waveschallenge_gorylegion,,,false,"[FFA500]AEC 100 waves super-challenge [FFD700]★[-] |[-] [FFD700]Headless Gory Legion[-]"
itemAECHeadlessContract_100waveschallenge_gorylegion_desc,,,false,"Survive 100 non-linear Headless waves built from mono-rank marches, breach cells, toxic heavy corpses, full gory processions, and a final double-Headless legion break."
itemAECBloodBroodAndGallowsContract,,,,[FF4DFF]AEC 7[FFD700]★[-] |[-] [FFD700]Legendary Contract | Blood, Brood and Gallows[-]
itemAECBloodBroodAndGallowsContract_desc,,,,A legendary wilderness contract. Survive mixed minion waves, then kill Mykir, The Executioner, and The Headless together.
questAECHeadlessMinionPatrol_name,quests,,,[00C8FF]Blue Contract | Headless Minion Patrol[-]
questAECHeadlessMinionPatrol_description,quests,,,Activate the rally, place the lure, and survive three timed Headless patrol waves.
questAECHeadlessMinionPatrol_offer,quests,,,A Headless patrol is moving through the area. Trigger the rally, place the lure, and hold through all three waves.
questAECHeadlessMinionPatrol_statement,quests,,,I will place the lure and survive the Headless patrol.
questAECHeadlessMinionPatrol_response,quests,,,AEC HORDE - [FF4500]Headless Minion Patrol[-]
questAECHeadlessMinionPatrol_completion,quests,,,The Headless patrol has been broken.
questAECHeadlessMinionPatrolPOI_name,quests,,,[00C8FF]Blue Contract | Headless POI Patrol[-]
questAECHeadlessMinionPatrolPOI_description,quests,,,Clear the marked site and survive three timed Headless patrol waves.
questAECHeadlessMinionPatrolPOI_offer,quests,,,Headless bodies have gathered around a nearby site. Clear it, then hold when the patrol waves answer.
questAECHeadlessMinionPatrolPOI_statement,quests,,,I will clear the site and survive the Headless patrol waves.
questAECHeadlessMinionPatrolPOI_response,quests,,,AEC POI DEFENSE - [FF4500]Headless POI Patrol[-]
questAECHeadlessMinionPatrolPOI_completion,quests,,,The site is clear and the Headless patrol has been driven off.
questAECHeadlessGhostMinionPatrol_name,quests,,,[00C8FF]Blue Contract | Shrouded Patrol[-]
questAECHeadlessGhostMinionPatrol_description,quests,,,Activate the rally, place the lure, and survive three mixed Ghost and Headless patrol waves.
questAECHeadlessGhostMinionPatrol_offer,quests,,,Ghost scouts are moving with Headless bodies tonight. Trigger the rally, place the lure, and hold through the mixed patrol.
questAECHeadlessGhostMinionPatrol_statement,quests,,,I will place the lure and survive the mixed patrol.
questAECHeadlessGhostMinionPatrol_response,quests,,,AEC HORDE - [FF4500]Shrouded Patrol[-]
questAECHeadlessGhostMinionPatrol_completion,quests,,,The mixed patrol has been destroyed.
questAECHeadlessMinionAssault_name,quests,,,[32CD32]Green Contract | Headless Minion Assault[-]
questAECHeadlessMinionAssault_description,quests,,,Activate the rally, place the lure, and survive three timed Headless assault waves.
questAECHeadlessMinionAssault_offer,quests,,,A heavier Headless line is pushing in. Trigger the rally, place the lure, and hold through the assault.
questAECHeadlessMinionAssault_statement,quests,,,I will place the lure and survive the Headless assault.
questAECHeadlessMinionAssault_response,quests,,,AEC HORDE - [FF4500]Headless Minion Assault[-]
questAECHeadlessMinionAssault_completion,quests,,,The Headless assault has been broken.
questAECHeadlessMinionAssaultPOI_name,quests,,,[32CD32]Green Contract | Headless POI Assault[-]
questAECHeadlessMinionAssaultPOI_description,quests,,,Clear the marked site and survive three timed Headless assault waves.
questAECHeadlessMinionAssaultPOI_offer,quests,,,A nearby site is drawing a heavier Headless push. Clear it and hold when the assault waves hit.
questAECHeadlessMinionAssaultPOI_statement,quests,,,I will clear the site and survive the Headless assault waves.
